IpAddress;Test Number;Metric;Value
10.146.2.64;38;owDelayMax.sd;28
10.146.2.64;39;owDelayMax.sd;28
10.146.2.64;40;owDelayMax.sd;28
10.146.2.64;41;owDelayMax.sd;28
10.146.2.64;42;owDelayMax.sd;28
10.146.2.64;43;owDelayMax.sd;29
10.146.2.64;44;owDelayMax.sd;28
10.146.2.64;45;owDelayMax.sd;30
10.146.2.64;46;owDelayMax.sd;29
10.146.2.64;47;owDelayMax.sd;29
10.146.2.64;48;owDelayMax.sd;29
10.146.2.64;49;owDelayMax.sd;28
10.146.2.64;50;owDelayMax.sd;28
10.146.2.64;51;owDelayMax.sd;0
10.146.2.64;52;owDelayMax.sd;0
10.146.2.64;53;owDelayMax.sd;0
10.146.2.64;54;owDelayMax.sd;0
10.146.2.64;55;owDelayMax.sd;0
10.146.2.64;56;owDelayMax.sd;0
10.146.2.64;57;owDelayMax.sd;0
10.146.2.64;58;owDelayMax.sd;0
10.146.2.64;59;owDelayMax.sd;0
10.146.2.64;60;owDelayMax.sd;0
10.146.2.64;61;owDelayMax.sd;0
10.146.2.64;62;owDelayMax.sd;0
10.146.2.64;63;owDelayMax.sd;0
10.146.2.64;64;owDelayMax.sd;0
10.146.2.64;65;owDelayMax.sd;0
10.146.2.64;66;owDelayMax.sd;0
10.146.2.64;67;owDelayMax.sd;0
10.146.2.64;68;owDelayMax.sd;0
10.146.2.64;69;owDelayMax.sd;0
10.146.2.64;70;owDelayMax.sd;0
10.146.2.64;71;owDelayMax.sd;0
10.146.2.64;72;owDelayMax.sd;0
10.146.2.64;73;owDelayMax.sd;0
10.146.2.64;74;owDelayMax.sd;0
10.146.2.64;75;owDelayMax.sd;0
10.146.2.64;76;owDelayMax.sd;0
10.146.2.64;77;owDelayMax.sd;0
10.146.2.64;78;owDelayMax.sd;0
10.146.2.64;79;owDelayMax.sd;0
10.146.2.64;80;owDelayMax.sd;0
10.146.2.64;81;owDelayMax.sd;0
10.146.2.64;82;owDelayMax.sd;0
10.146.2.64;83;owDelayMax.sd;0
10.146.2.64;84;owDelayMax.sd;0
10.146.2.64;85;owDelayMax.sd;0
10.146.2.64;86;owDelayMax.sd;0
10.146.2.64;87;owDelayMax.sd;0
10.146.2.64;88;owDelayMax.sd;0
10.146.2.64;89;owDelayMax.sd;0
10.146.2.64;90;owDelayMax.sd;0
10.146.2.64;91;owDelayMax.sd;0
10.146.2.64;92;owDelayMax.sd;0
10.146.2.64;93;owDelayMax.sd;0
10.146.2.64;94;owDelayMax.sd;0
10.146.2.64;95;owDelayMax.sd;0
10.146.2.64;96;owDelayMax.sd;0
10.146.2.64;97;owDelayMax.sd;0
10.146.2.64;98;owDelayMax.sd;0
10.146.2.64;99;owDelayMax.sd;0
10.146.2.64;100;owDelayMax.sd;0
10.146.2.64;1;owDelayAvg.sd;1
10.146.2.64;2;owDelayAvg.sd;1
10.146.2.64;3;owDelayAvg.sd;1
10.146.2.64;4;owDelayAvg.sd;1
10.146.2.64;5;owDelayAvg.sd;1
10.146.2.64;6;owDelayAvg.sd;1
10.146.2.64;7;owDelayAvg.sd;1
10.146.2.64;8;owDelayAvg.sd;1
10.146.2.64;9;owDelayAvg.sd;1
10.146.2.64;10;owDelayAvg.sd;1
10.146.2.64;11;owDelayAvg.sd;1
10.146.2.64;12;owDelayAvg.sd;1
10.146.2.64;13;owDelayAvg.sd;1
10.146.2.64;14;owDelayAvg.sd;1
10.146.2.64;15;owDelayAvg.sd;1
10.146.2.64;16;owDelayAvg.sd;1
10.146.2.64;17;owDelayAvg.sd;1
10.146.2.64;18;owDelayAvg.sd;1
10.146.2.64;19;owDelayAvg.sd;0
10.146.2.64;20;owDelayAvg.sd;0
10.146.2.64;21;owDelayAvg.sd;0
10.146.2.64;22;owDelayAvg.sd;0
10.146.2.64;23;owDelayAvg.sd;0
10.146.2.64;24;owDelayAvg.sd;0
10.146.2.64;25;owDelayAvg.sd;0
10.146.2.64;26;owDelayAvg.sd;0
10.146.2.64;27;owDelayAvg.sd;0
10.146.2.64;28;owDelayAvg.sd;0
10.146.2.64;29;owDelayAvg.sd;0
10.146.2.64;30;owDelayAvg.sd;0
10.146.2.64;31;owDelayAvg.sd;0
10.146.2.64;32;owDelayAvg.sd;0
10.146.2.64;33;owDelayAvg.sd;0
10.146.2.64;34;owDelayAvg.sd;0
10.146.2.64;35;owDelayAvg.sd;1
10.146.2.64;36;owDelayAvg.sd;1
10.146.2.64;37;owDelayAvg.sd;1
10.146.2.64;38;owDelayAvg.sd;1
10.146.2.64;39;owDelayAvg.sd;1
10.146.2.64;40;owDelayAvg.sd;1
10.146.2.64;41;owDelayAvg.sd;1
10.146.2.64;42;owDelayAvg.sd;1
10.146.2.64;43;owDelayAvg.sd;1
10.146.2.64;44;owDelayAvg.sd;1
10.146.2.64;45;owDelayAvg.sd;1
10.146.2.64;46;owDelayAvg.sd;1
10.146.2.64;47;owDelayAvg.sd;1
10.146.2.64;48;owDelayAvg.sd;1
10.146.2.64;49;owDelayAvg.sd;1
10.146.2.64;50;owDelayAvg.sd;1
10.146.2.64;51;owDelayAvg.sd;0
10.146.2.64;52;owDelayAvg.sd;0
10.146.2.64;53;owDelayAvg.sd;0
10.146.2.64;54;owDelayAvg.sd;0
10.146.2.64;55;owDelayAvg.sd;0
10.146.2.64;56;owDelayAvg.sd;0
10.146.2.64;57;owDelayAvg.sd;0
10.146.2.64;58;owDelayAvg.sd;0
10.146.2.64;59;owDelayAvg.sd;0
10.146.2.64;60;owDelayAvg.sd;0
10.146.2.64;61;owDelayAvg.sd;0
10.146.2.64;62;owDelayAvg.sd;0
10.146.2.64;63;owDelayAvg.sd;0
10.146.2.64;64;owDelayAvg.sd;0
10.146.2.64;65;owDelayAvg.sd;0
10.146.2.64;66;owDelayAvg.sd;0
10.146.2.64;67;owDelayAvg.sd;0
10.146.2.64;68;owDelayAvg.sd;0
10.146.2.64;69;owDelayAvg.sd;0
10.146.2.64;70;owDelayAvg.sd;0
10.146.2.64;71;owDelayAvg.sd;0
10.146.2.64;72;owDelayAvg.sd;0
10.146.2.64;73;owDelayAvg.sd;0
10.146.2.64;74;owDelayAvg.sd;0
10.146.2.64;75;owDelayAvg.sd;0
10.146.2.64;76;owDelayAvg.sd;0
10.146.2.64;77;owDelayAvg.sd;0
10.146.2.64;78;owDelayAvg.sd;0
10.146.2.64;79;owDelayAvg.sd;0
10.146.2.64;80;owDelayAvg.sd;0
10.146.2.64;81;owDelayAvg.sd;0
10.146.2.64;82;owDelayAvg.sd;0
10.146.2.64;83;owDelayAvg.sd;0
10.146.2.64;84;owDelayAvg.sd;0
10.146.2.64;85;owDelayAvg.sd;0
10.146.2.64;86;owDelayAvg.sd;0
10.146.2.64;87;owDelayAvg.sd;0
10.146.2.64;88;owDelayAvg.sd;0
10.146.2.64;89;owDelayAvg.sd;0
10.146.2.64;90;owDelayAvg.sd;0
10.146.2.64;91;owDelayAvg.sd;0
10.146.2.64;92;owDelayAvg.sd;0
10.146.2.64;93;owDelayAvg.sd;0
10.146.2.64;94;owDelayAvg.sd;0
10.146.2.64;95;owDelayAvg.sd;0
10.146.2.64;96;owDelayAvg.sd;0
10.146.2.64;97;owDelayAvg.sd;0
10.146.2.64;98;owDelayAvg.sd;0
10.146.2.64;99;owDelayAvg.sd;0
10.146.2.64;100;owDelayAvg.sd;0
10.146.2.64;1;owDelayMin.ds;0
10.146.2.64;2;owDelayMin.ds;0
10.146.2.64;3;owDelayMin.ds;0
10.146.2.64;4;owDelayMin.ds;0
10.146.2.64;5;owDelayMin.ds;0
10.146.2.64;6;owDelayMin.ds;0
10.146.2.64;7;owDelayMin.ds;0
10.146.2.64;8;owDelayMin.ds;0
10.146.2.64;9;owDelayMin.ds;0
10.146.2.64;10;owDelayMin.ds;0
10.146.2.64;11;owDelayMin.ds;0
10.146.2.64;12;owDelayMin.ds;0
10.146.2.64;13;owDelayMin.ds;0
10.146.2.64;14;owDelayMin.ds;0
10.146.2.64;15;owDelayMin.ds;0
10.146.2.64;16;owDelayMin.ds;0
10.146.2.64;17;owDelayMin.ds;0
10.146.2.64;18;owDelayMin.ds;0
10.146.2.64;19;owDelayMin.ds;0
10.146.2.64;20;owDelayMin.ds;0
10.146.2.64;21;owDelayMin.ds;0
10.146.2.64;22;owDelayMin.ds;0
10.146.2.64;23;owDelayMin.ds;0
10.146.2.64;24;owDelayMin.ds;0
10.146.2.64;25;owDelayMin.ds;0
10.146.2.64;26;owDelayMin.ds;0
10.146.2.64;27;owDelayMin.ds;0
10.146.2.64;28;owDelayMin.ds;0
10.146.2.64;29;owDelayMin.ds;0
10.146.2.64;30;owDelayMin.ds;0
10.146.2.64;31;owDelayMin.ds;0
10.146.2.64;32;owDelayMin.ds;0
10.146.2.64;33;owDelayMin.ds;0
10.146.2.64;34;owDelayMin.ds;0
10.146.2.64;35;owDelayMin.ds;0
10.146.2.64;36;owDelayMin.ds;0
10.146.2.64;37;owDelayMin.ds;0
10.146.2.64;38;owDelayMin.ds;0
10.146.2.64;39;owDelayMin.ds;0
10.146.2.64;40;owDelayMin.ds;0
10.146.2.64;41;owDelayMin.ds;0
10.146.2.64;42;owDelayMin.ds;0
10.146.2.64;43;owDelayMin.ds;0
10.146.2.64;44;owDelayMin.ds;0
10.146.2.64;45;owDelayMin.ds;0
10.146.2.64;46;owDelayMin.ds;0
10.146.2.64;47;owDelayMin.ds;0
10.146.2.64;48;owDelayMin.ds;0
10.146.2.64;49;owDelayMin.ds;0
10.146.2.64;50;owDelayMin.ds;0
10.146.2.64;51;owDelayMin.ds;0
10.146.2.64;52;owDelayMin.ds;0
10.146.2.64;53;owDelayMin.ds;0
10.146.2.64;54;owDelayMin.ds;0
10.146.2.64;55;owDelayMin.ds;0
10.146.2.64;56;owDelayMin.ds;0
10.146.2.64;57;owDelayMin.ds;0
10.146.2.64;58;owDelayMin.ds;0
10.146.2.64;59;owDelayMin.ds;0
10.146.2.64;60;owDelayMin.ds;0
10.146.2.64;61;owDelayMin.ds;0
10.146.2.64;62;owDelayMin.ds;0
10.146.2.64;63;owDelayMin.ds;0
10.146.2.64;64;owDelayMin.ds;0
10.146.2.64;65;owDelayMin.ds;0
10.146.2.64;66;owDelayMin.ds;0
10.146.2.64;67;owDelayMin.ds;0
10.146.2.64;68;owDelayMin.ds;0
10.146.2.64;69;owDelayMin.ds;0
10.146.2.64;70;owDelayMin.ds;0
10.146.2.64;71;owDelayMin.ds;0
10.146.2.64;72;owDelayMin.ds;0
10.146.2.64;73;owDelayMin.ds;0
10.146.2.64;74;owDelayMin.ds;0
10.146.2.64;75;owDelayMin.ds;0
10.146.2.64;76;owDelayMin.ds;0
10.146.2.64;77;owDelayMin.ds;0
10.146.2.64;78;owDelayMin.ds;0
10.146.2.64;79;owDelayMin.ds;0
10.146.2.64;80;owDelayMin.ds;0
10.146.2.64;81;owDelayMin.ds;0
10.146.2.64;82;owDelayMin.ds;0
10.146.2.64;83;owDelayMin.ds;0
10.146.2.64;84;owDelayMin.ds;0
10.146.2.64;85;owDelayMin.ds;0
10.146.2.64;86;owDelayMin.ds;0
10.146.2.64;87;owDelayMin.ds;0
10.146.2.64;88;owDelayMin.ds;0
10.146.2.64;89;owDelayMin.ds;0
10.146.2.64;90;owDelayMin.ds;0
10.146.2.64;91;owDelayMin.ds;0
10.146.2.64;92;owDelayMin.ds;0
10.146.2.64;93;owDelayMin.ds;0
10.146.2.64;94;owDelayMin.ds;0
10.146.2.64;95;owDelayMin.ds;0
10.146.2.64;96;owDelayMin.ds;0
10.146.2.64;97;owDelayMin.ds;0
10.146.2.64;98;owDelayMin.ds;0
10.146.2.64;99;owDelayMin.ds;0
10.146.2.64;100;owDelayMin.ds;0
10.146.2.64;1;owDelayMax.ds;7
10.146.2.64;2;owDelayMax.ds;7
10.146.2.64;3;owDelayMax.ds;5
10.146.2.64;4;owDelayMax.ds;3
10.146.2.64;5;owDelayMax.ds;7
10.146.2.64;6;owDelayMax.ds;7
10.146.2.64;7;owDelayMax.ds;5
10.146.2.64;8;owDelayMax.ds;7
10.146.2.64;9;owDelayMax.ds;4
10.146.2.64;10;owDelayMax.ds;5
10.146.2.64;11;owDelayMax.ds;5
10.146.2.64;12;owDelayMax.ds;4
10.146.2.64;13;owDelayMax.ds;4
10.146.2.64;14;owDelayMax.ds;4
10.146.2.64;15;owDelayMax.ds;9
10.146.2.64;16;owDelayMax.ds;7
10.146.2.64;17;owDelayMax.ds;5
10.146.2.64;18;owDelayMax.ds;4
10.146.2.64;19;owDelayMax.ds;0
10.146.2.64;20;owDelayMax.ds;0
10.146.2.64;21;owDelayMax.ds;0
10.146.2.64;22;owDelayMax.ds;0
10.146.2.64;23;owDelayMax.ds;0
10.146.2.64;24;owDelayMax.ds;0
10.146.2.64;25;owDelayMax.ds;0
10.146.2.64;26;owDelayMax.ds;0
10.146.2.64;27;owDelayMax.ds;0
10.146.2.64;28;owDelayMax.ds;0
10.146.2.64;29;owDelayMax.ds;0
10.146.2.64;30;owDelayMax.ds;0
10.146.2.64;31;owDelayMax.ds;0
10.146.2.64;32;owDelayMax.ds;0
10.146.2.64;33;owDelayMax.ds;0
10.146.2.64;34;owDelayMax.ds;0
10.146.2.64;35;owDelayMax.ds;5
10.146.2.64;36;owDelayMax.ds;5
10.146.2.64;37;owDelayMax.ds;4
10.146.2.64;38;owDelayMax.ds;4
10.146.2.64;39;owDelayMax.ds;4
10.146.2.64;40;owDelayMax.ds;2
10.146.2.64;41;owDelayMax.ds;4
10.146.2.64;42;owDelayMax.ds;4
10.146.2.64;43;owDelayMax.ds;2
10.146.2.64;44;owDelayMax.ds;3
10.146.2.64;45;owDelayMax.ds;11
10.146.2.64;46;owDelayMax.ds;2
10.146.2.64;47;owDelayMax.ds;11
10.146.2.64;48;owDelayMax.ds;4
10.146.2.64;49;owDelayMax.ds;4
10.146.2.64;50;owDelayMax.ds;4
10.146.2.64;51;owDelayMax.ds;0
10.146.2.64;52;owDelayMax.ds;0
10.146.2.64;53;owDelayMax.ds;0
10.146.2.64;54;owDelayMax.ds;0
10.146.2.64;55;owDelayMax.ds;0
10.146.2.64;56;owDelayMax.ds;0
10.146.2.64;57;owDelayMax.ds;0
10.146.2.64;58;owDelayMax.ds;0
10.146.2.64;59;owDelayMax.ds;0
10.146.2.64;60;owDelayMax.ds;0
10.146.2.64;61;owDelayMax.ds;0
10.146.2.64;62;owDelayMax.ds;0
10.146.2.64;63;owDelayMax.ds;0
10.146.2.64;64;owDelayMax.ds;0
10.146.2.64;65;owDelayMax.ds;0
10.146.2.64;66;owDelayMax.ds;0
10.146.2.64;67;owDelayMax.ds;0
10.146.2.64;68;owDelayMax.ds;0
10.146.2.64;69;owDelayMax.ds;0
10.146.2.64;70;owDelayMax.ds;0
10.146.2.64;71;owDelayMax.ds;0
10.146.2.64;72;owDelayMax.ds;0
10.146.2.64;73;owDelayMax.ds;0
10.146.2.64;74;owDelayMax.ds;0
10.146.2.64;75;owDelayMax.ds;0
10.146.2.64;76;owDelayMax.ds;0
10.146.2.64;77;owDelayMax.ds;0
10.146.2.64;78;owDelayMax.ds;0
10.146.2.64;79;owDelayMax.ds;0
10.146.2.64;80;owDelayMax.ds;0
10.146.2.64;81;owDelayMax.ds;0
10.146.2.64;82;owDelayMax.ds;0
10.146.2.64;83;owDelayMax.ds;0
10.146.2.64;84;owDelayMax.ds;0
10.146.2.64;85;owDelayMax.ds;0
10.146.2.64;86;owDelayMax.ds;0
10.146.2.64;87;owDelayMax.ds;0
10.146.2.64;88;owDelayMax.ds;0
10.146.2.64;89;owDelayMax.ds;0
10.146.2.64;90;owDelayMax.ds;0
10.146.2.64;91;owDelayMax.ds;0
10.146.2.64;92;owDelayMax.ds;0
10.146.2.64;93;owDelayMax.ds;0
10.146.2.64;94;owDelayMax.ds;0
10.146.2.64;95;owDelayMax.ds;0
10.146.2.64;96;owDelayMax.ds;0
10.146.2.64;97;owDelayMax.ds;0
10.146.2.64;98;owDelayMax.ds;0
10.146.2.64;99;owDelayMax.ds;0
10.146.2.64;100;owDelayMax.ds;0
10.146.2.64;1;owDelayAvg.ds;0
10.146.2.64;2;owDelayAvg.ds;0
10.146.2.64;3;owDelayAvg.ds;0
10.146.2.64;4;owDelayAvg.ds;0
10.146.2.64;5;owDelayAvg.ds;0
10.146.2.64;6;owDelayAvg.ds;0
10.146.2.64;7;owDelayAvg.ds;0
10.146.2.64;8;owDelayAvg.ds;0
10.146.2.64;9;owDelayAvg.ds;0
10.146.2.64;10;owDelayAvg.ds;0
10.146.2.64;11;owDelayAvg.ds;0
10.146.2.64;12;owDelayAvg.ds;0
10.146.2.64;13;owDelayAvg.ds;0
10.146.2.64;14;owDelayAvg.ds;0
10.146.2.64;15;owDelayAvg.ds;0
10.146.2.64;16;owDelayAvg.ds;0
10.146.2.64;17;owDelayAvg.ds;0
10.146.2.64;18;owDelayAvg.ds;0
10.146.2.64;19;owDelayAvg.ds;0
10.146.2.64;20;owDelayAvg.ds;0
10.146.2.64;21;owDelayAvg.ds;0
10.146.2.64;22;owDelayAvg.ds;0
10.146.2.64;23;owDelayAvg.ds;0
10.146.2.64;24;owDelayAvg.ds;0
10.146.2.64;25;owDelayAvg.ds;0
10.146.2.64;26;owDelayAvg.ds;0
10.146.2.64;27;owDelayAvg.ds;0
10.146.2.64;28;owDelayAvg.ds;0
10.146.2.64;29;owDelayAvg.ds;0
10.146.2.64;30;owDelayAvg.ds;0
10.146.2.64;31;owDelayAvg.ds;0
10.146.2.64;32;owDelayAvg.ds;0
10.146.2.64;33;owDelayAvg.ds;0
10.146.2.64;34;owDelayAvg.ds;0
10.146.2.64;35;owDelayAvg.ds;0
10.146.2.64;36;owDelayAvg.ds;0
10.146.2.64;37;owDelayAvg.ds;0
10.146.2.64;38;owDelayAvg.ds;0
10.146.2.64;39;owDelayAvg.ds;0
10.146.2.64;40;owDelayAvg.ds;0
10.146.2.64;41;owDelayAvg.ds;0
10.146.2.64;42;owDelayAvg.ds;0
10.146.2.64;43;owDelayAvg.ds;0
10.146.2.64;44;owDelayAvg.ds;0
10.146.2.64;45;owDelayAvg.ds;0
10.146.2.64;46;owDelayAvg.ds;0
10.146.2.64;47;owDelayAvg.ds;0
10.146.2.64;48;owDelayAvg.ds;0
10.146.2.64;49;owDelayAvg.ds;0
10.146.2.64;50;owDelayAvg.ds;0
10.146.2.64;51;owDelayAvg.ds;0
10.146.2.64;52;owDelayAvg.ds;0
10.146.2.64;53;owDelayAvg.ds;0
10.146.2.64;54;owDelayAvg.ds;0
10.146.2.64;55;owDelayAvg.ds;0
10.146.2.64;56;owDelayAvg.ds;0
10.146.2.64;57;owDelayAvg.ds;0
10.146.2.64;58;owDelayAvg.ds;0
10.146.2.64;59;owDelayAvg.ds;0
10.146.2.64;60;owDelayAvg.ds;0
10.146.2.64;61;owDelayAvg.ds;0
10.146.2.64;62;owDelayAvg.ds;0
10.146.2.64;63;owDelayAvg.ds;0
10.146.2.64;64;owDelayAvg.ds;0
10.146.2.64;65;owDelayAvg.ds;0
10.146.2.64;66;owDelayAvg.ds;0
10.146.2.64;67;owDelayAvg.ds;0
10.146.2.64;68;owDelayAvg.ds;0
10.146.2.64;69;owDelayAvg.ds;0
10.146.2.64;70;owDelayAvg.ds;0
10.146.2.64;71;owDelayAvg.ds;0
10.146.2.64;72;owDelayAvg.ds;0
10.146.2.64;73;owDelayAvg.ds;0
10.146.2.64;74;owDelayAvg.ds;0
10.146.2.64;75;owDelayAvg.ds;0
10.146.2.64;76;owDelayAvg.ds;0
10.146.2.64;77;owDelayAvg.ds;0
10.146.2.64;78;owDelayAvg.ds;0
10.146.2.64;79;owDelayAvg.ds;0
10.146.2.64;80;owDelayAvg.ds;0
10.146.2.64;81;owDelayAvg.ds;0
10.146.2.64;82;owDelayAvg.ds;0
10.146.2.64;83;owDelayAvg.ds;0
10.146.2.64;84;owDelayAvg.ds;0
10.146.2.64;85;owDelayAvg.ds;0
10.146.2.64;86;owDelayAvg.ds;0
10.146.2.64;87;owDelayAvg.ds;0
10.146.2.64;88;owDelayAvg.ds;0
10.146.2.64;89;owDelayAvg.ds;0
10.146.2.64;90;owDelayAvg.ds;0
10.146.2.64;91;owDelayAvg.ds;0
10.146.2.64;92;owDelayAvg.ds;0
10.146.2.64;93;owDelayAvg.ds;0
10.146.2.64;94;owDelayAvg.ds;0
10.146.2.64;95;owDelayAvg.ds;0
10.146.2.64;96;owDelayAvg.ds;0
10.146.2.64;97;owDelayAvg.ds;0
10.146.2.64;98;owDelayAvg.ds;0
10.146.2.64;99;owDelayAvg.ds;0
10.146.2.64;100;owDelayAvg.ds;0
10.146.2.64;1;owJitterMin.sd;3
10.146.2.64;2;owJitterMin.sd;3
10.146.2.64;3;owJitterMin.sd;3
10.146.2.64;4;owJitterMin.sd;3
10.146.2.64;5;owJitterMin.sd;3
10.146.2.64;6;owJitterMin.sd;3
10.146.2.64;7;owJitterMin.sd;3
10.146.2.64;8;owJitterMin.sd;3
10.146.2.64;9;owJitterMin.sd;3
10.146.2.64;10;owJitterMin.sd;3
10.146.2.64;11;owJitterMin.sd;3
10.146.2.64;12;owJitterMin.sd;3
10.146.2.64;13;owJitterMin.sd;3
10.146.2.64;14;owJitterMin.sd;3
10.146.2.64;15;owJitterMin.sd;3
10.146.2.64;16;owJitterMin.sd;3
10.146.2.64;17;owJitterMin.sd;3
10.146.2.64;18;owJitterMin.sd;3
10.146.2.64;19;owJitterMin.sd;0
10.146.2.64;20;owJitterMin.sd;0
10.146.2.64;21;owJitterMin.sd;0
10.146.2.64;22;owJitterMin.sd;0
10.146.2.64;23;owJitterMin.sd;0
10.146.2.64;24;owJitterMin.sd;0
10.146.2.64;25;owJitterMin.sd;0
10.146.2.64;26;owJitterMin.sd;0
10.146.2.64;27;owJitterMin.sd;0
10.146.2.64;28;owJitterMin.sd;0
10.146.2.64;29;owJitterMin.sd;0
10.146.2.64;30;owJitterMin.sd;0
10.146.2.64;31;owJitterMin.sd;0
10.146.2.64;32;owJitterMin.sd;0
10.146.2.64;33;owJitterMin.sd;0
10.146.2.64;34;owJitterMin.sd;0
10.146.2.64;35;owJitterMin.sd;3
10.146.2.64;36;owJitterMin.sd;4
10.146.2.64;37;owJitterMin.sd;3
10.146.2.64;38;owJitterMin.sd;3
10.146.2.64;39;owJitterMin.sd;3
10.146.2.64;40;owJitterMin.sd;3
10.146.2.64;41;owJitterMin.sd;3
10.146.2.64;42;owJitterMin.sd;3
10.146.2.64;43;owJitterMin.sd;3
10.146.2.64;44;owJitterMin.sd;3
10.146.2.64;45;owJitterMin.sd;3
10.146.2.64;46;owJitterMin.sd;3
10.146.2.64;47;owJitterMin.sd;3
10.146.2.64;48;owJitterMin.sd;3
10.146.2.64;49;owJitterMin.sd;3
10.146.2.64;50;owJitterMin.sd;3
10.146.2.64;51;owJitterMin.sd;0
10.146.2.64;52;owJitterMin.sd;0
10.146.2.64;53;owJitterMin.sd;0
10.146.2.64;54;owJitterMin.sd;0
10.146.2.64;55;owJitterMin.sd;0
10.146.2.64;56;owJitterMin.sd;0
10.146.2.64;57;owJitterMin.sd;0
10.146.2.64;58;owJitterMin.sd;0
10.146.2.64;59;owJitterMin.sd;0
10.146.2.64;60;owJitterMin.sd;0
10.146.2.64;61;owJitterMin.sd;0
10.146.2.64;62;owJitterMin.sd;0
10.146.2.64;63;owJitterMin.sd;0
10.146.2.64;64;owJitterMin.sd;0
10.146.2.64;65;owJitterMin.sd;0
10.146.2.64;66;owJitterMin.sd;0
10.146.2.64;67;owJitterMin.sd;0
10.146.2.64;68;owJitterMin.sd;0
10.146.2.64;69;owJitterMin.sd;0
10.146.2.64;70;owJitterMin.sd;0
10.146.2.64;71;owJitterMin.sd;0
10.146.2.64;72;owJitterMin.sd;0
10.146.2.64;73;owJitterMin.sd;0
10.146.2.64;74;owJitterMin.sd;0
10.146.2.64;75;owJitterMin.sd;0
10.146.2.64;76;owJitterMin.sd;0
10.146.2.64;77;owJitterMin.sd;0
10.146.2.64;78;owJitterMin.sd;0
10.146.2.64;79;owJitterMin.sd;0
10.146.2.64;80;owJitterMin.sd;0
10.146.2.64;81;owJitterMin.sd;0
10.146.2.64;82;owJitterMin.sd;0
10.146.2.64;83;owJitterMin.sd;0
10.146.2.64;84;owJitterMin.sd;0
10.146.2.64;85;owJitterMin.sd;0
10.146.2.64;86;owJitterMin.sd;0
10.146.2.64;87;owJitterMin.sd;0
10.146.2.64;88;owJitterMin.sd;0
10.146.2.64;89;owJitterMin.sd;0
10.146.2.64;90;owJitterMin.sd;0
10.146.2.64;91;owJitterMin.sd;0
10.146.2.64;92;owJitterMin.sd;0
10.146.2.64;93;owJitterMin.sd;0
10.146.2.64;94;owJitterMin.sd;0
10.146.2.64;95;owJitterMin.sd;0
10.146.2.64;96;owJitterMin.sd;0
10.146.2.64;97;owJitterMin.sd;0
10.146.2.64;98;owJitterMin.sd;0
10.146.2.64;99;owJitterMin.sd;0
10.146.2.64;100;owJitterMin.sd;0
10.146.2.64;1;owJitterMax.sd;4
10.146.2.64;2;owJitterMax.sd;4
10.146.2.64;3;owJitterMax.sd;4
10.146.2.64;4;owJitterMax.sd;4
10.146.2.64;5;owJitterMax.sd;4
10.146.2.64;6;owJitterMax.sd;5
10.146.2.64;7;owJitterMax.sd;5
10.146.2.64;8;owJitterMax.sd;5
10.146.2.64;9;owJitterMax.sd;5
10.146.2.64;10;owJitterMax.sd;5
10.146.2.64;11;owJitterMax.sd;5
10.146.2.64;12;owJitterMax.sd;5
10.146.2.64;13;owJitterMax.sd;5
10.146.2.64;14;owJitterMax.sd;5
10.146.2.64;15;owJitterMax.sd;5
10.146.2.64;16;owJitterMax.sd;5
10.146.2.64;17;owJitterMax.sd;5
10.146.2.64;18;owJitterMax.sd;5
10.146.2.64;19;owJitterMax.sd;0
10.146.2.64;20;owJitterMax.sd;0
10.146.2.64;21;owJitterMax.sd;0
10.146.2.64;22;owJitterMax.sd;0
10.146.2.64;23;owJitterMax.sd;0
10.146.2.64;24;owJitterMax.sd;0
10.146.2.64;25;owJitterMax.sd;0
10.146.2.64;26;owJitterMax.sd;0
10.146.2.64;27;owJitterMax.sd;0
10.146.2.64;28;owJitterMax.sd;0
10.146.2.64;29;owJitterMax.sd;0
10.146.2.64;30;owJitterMax.sd;0
10.146.2.64;31;owJitterMax.sd;0
10.146.2.64;32;owJitterMax.sd;0
10.146.2.64;33;owJitterMax.sd;0
10.146.2.64;34;owJitterMax.sd;0
10.146.2.64;35;owJitterMax.sd;5
10.146.2.64;36;owJitterMax.sd;5
10.146.2.64;37;owJitterMax.sd;5
10.146.2.64;38;owJitterMax.sd;5
10.146.2.64;39;owJitterMax.sd;5
10.146.2.64;40;owJitterMax.sd;5
10.146.2.64;41;owJitterMax.sd;5
10.146.2.64;42;owJitterMax.sd;5
10.146.2.64;43;owJitterMax.sd;5
10.146.2.64;44;owJitterMax.sd;5
10.146.2.64;45;owJitterMax.sd;5
10.146.2.64;46;owJitterMax.sd;5
10.146.2.64;47;owJitterMax.sd;4
10.146.2.64;48;owJitterMax.sd;5
10.146.2.64;49;owJitterMax.sd;5
10.146.2.64;50;owJitterMax.sd;5
10.146.2.64;51;owJitterMax.sd;0
10.146.2.64;52;owJitterMax.sd;0
10.146.2.64;53;owJitterMax.sd;0
10.146.2.64;54;owJitterMax.sd;0
10.146.2.64;55;owJitterMax.sd;0
10.146.2.64;56;owJitterMax.sd;0
10.146.2.64;57;owJitterMax.sd;0
10.146.2.64;58;owJitterMax.sd;0
10.146.2.64;59;owJitterMax.sd;0
10.146.2.64;60;owJitterMax.sd;0
10.146.2.64;61;owJitterMax.sd;0
10.146.2.64;62;owJitterMax.sd;0
10.146.2.64;63;owJitterMax.sd;0
